0.000000000000000000e+00,3.829482179250776486e-03,1.293401836608507570e-02,2.491654816621579130e-02,5.642382698769895372e-02,1.663555642832880377e+00,1.673928207492235920e+00,2.550314956570264080e+00,2.550063233938276497e+00,2.549740429990780211e+00
1.375466029836524412e-03,2.980720182383282593e-03,1.199732656064240836e-02,2.563491371107397623e-02,1.014764442206909922e-01,1.664858610733695565e+00,1.780798870584239024e+00,2.550239894701086918e+00,2.549986655667701996e+00,2.549663283069681707e+00
2.766761905658319132e-03,3.078447735827902296e-03,1.119825780761908238e-02,2.752714275573351493e-02,1.611209087490295122e+00,1.666062633443323060e+00,2.550293347850349335e+00,2.550166728333656874e+00,2.549908371445555044e+00,2.549584430197010754e+00
4.119145203821407072e-03,4.046914740378812492e-03,1.056685358841226788e-02,3.109367441686784403e-02,1.623323997355395898e+00,1.666590341129658315e+00,2.550236482797942461e+00,2.550091287364130377e+00,2.549830845424107206e+00,2.549504250473117128e+00
5.556494182681444988e-03,5.402063731080997307e-03,1.041286702481856313e-02,3.737578777052601164e-02,1.628366790202833814e+00,1.774883767832880377e+00,2.550163695530861752e+00,2.550010538989712749e+00,2.549748959748641131e+00,2.549422554347826164e+00
7.031486641546213709e-03,6.979734260843407229e-03,1.092010255185713735e-02,4.909835246779163664e-02,1.630609168769409978e+00,1.785163073806288914e+00,2.550085221758540577e+00,2.549927705563373337e+00,2.549665178571428381e+00,2.549338394070264080e+00
8.557019026383110016e-03,8.737316783170521670e-03,1.203608660964491928e-02,7.625129652319487250e-02,1.631426509122670732e+00,2.549970354352678381e+00,2.550003525633249168e+00,2.549839375181968126e+00,2.549579501892468958e+00,2.549254233792701996e+00
1.015038742041735921e-02,1.068746599351397264e-02,1.398772186374071941e-02,2.575990665032996674e-01,1.623480565799689357e+00,2.549914816151494623e+00,2.549914247500970621e+00,2.549751992551436253e+00,2.549493825213509535e+00,2.549166282511646120e+00
1.183796299170263022e-02,1.288340698858225601e-02,1.747819355555943130e-02,1.514032209882084645e+00,1.776373442655764689e+00,2.549842976635287251e+00,2.549831224524456541e+00,2.549662524868983038e+00,2.549403599330357206e+00,2.549076056628493792e+00
1.365942096117860743e-02,1.543781327905121778e-02,2.487375425255817021e-02,1.524102157687548420e+00,2.549204950747282705e+00,2.549762228260869623e+00,2.549741188191478880e+00,2.549573815387228048e+00,2.549311098845108869e+00,2.548983556143245455e+00
1.567690268806789383e-02,1.852020713853539877e-02,4.734741826975567836e-02,1.505570216208511169e+00,2.549336688118691630e+00,2.549681858986801331e+00,2.549652289159549667e+00,2.549479040299883703e+00,2.549215944657414745e+00,2.548888591505725998e+00
