2.547443650524068293e+00,2.546691894531250000e+00,2.546693410932647339e+00,2.545320499017371674e+00,2.544414638732531042e+00,2.544651576450892794e+00,2.544444966760481375e+00,2.544210114094040964e+00,2.544631863232725166e+00,2.545677232446137417e+00
2.546508409962150665e+00,2.545258895210597672e+00,2.544719056313082373e+00,2.543416846612965632e+00,2.542352332831909756e+00,1.775420573927600998e+00,1.769577689792798836e+00,1.764328855905473503e+00,1.764294736874029601e+00,1.761756660034937916e+00
2.544953150778823669e+00,2.543614547445166796e+00,1.781273883322010976e+00,1.769660144118788914e+00,1.762869319560364856e+00,1.759142573575795732e+00,1.754810025232919291e+00,1.749727426848796563e+00,1.748242869880628936e+00,1.743886248665566852e+00
2.544026439974766962e+00,1.773271833147321397e+00,1.766329368449145898e+00,1.755499987868788914e+00,1.747484669181871064e+00,1.741535447399068293e+00,1.738965147030279601e+00,1.733757066430512417e+00,1.731371767032220399e+00,1.728108850325116519e+00
2.542928565362965632e+00,1.761580188822301940e+00,1.746995629731172395e+00,1.741970654600155211e+00,1.734363626989518625e+00,1.727984126310170732e+00,1.724429302334045122e+00,1.719335330939441020e+00,1.716415689598699501e+00,1.714255007157414523e+00
1.778978430706521729e+00,1.748280400815217295e+00,1.731172170698272561e+00,1.432859243073078437e+00,3.001392850224275655e-02,3.291526936596225056e-02,2.990479498916531059e-02,3.115372628158664253e-02,3.175013109763957092e-02,3.185598598503918549e-02
1.766467740076669291e+00,1.960874640423318493e-02,3.341242985695785928e-02,2.398455068931816536e-02,2.229868847390879816e-02,2.405822203026054817e-02,2.187783081339012697e-02,2.412752779374211301e-02,2.673916787094211128e-02,2.805841635473026174e-02
1.515048483143682095e-02,1.627368216188797984e-02,2.324165320544509250e-02,1.938671799179930016e-02,2.056180468257169658e-02,2.158499060210233855e-02,2.435556257733647104e-02,2.720828678296960054e-02,2.836265030854977567e-02,3.091448138219229230e-02
9.228019240480032220e-03,1.736442050578431220e-02,2.085766288804711752e-02,2.378536751551657558e-02,2.656452404045910737e-02,3.151410262777198240e-02,3.652354649135044345e-02,3.947412005122404033e-02,4.021118590550393224e-02,4.214553062960228053e-02
0.000000000000000000e+00,2.185691809802321750e-02,2.881766254117029691e-02,3.530960497648819724e-02,4.043994334913929289e-02,4.629226649029654500e-02,4.917405406880823171e-02,5.287720105662849224e-02,5.625718869037509701e-02,5.888688934515722007e-02
